File,Difficile(%Of-File),Difficile(%Of-Feature),Difficile(#Propagations),Facile(%Of-File),Facile(%Of-Feature),Facile(#Propagations),Moyen(%Of-File),Moyen(%Of-Feature),Moyen(#Propagations)
src\Jtic.java,17.505171042163884,100,36,13.430389817024663,100,37,0,0,0
